Week,Low_Vol,Med_Vol,High_Vol
2013-06-17,1.0,0.0,0.0
2013-06-24,0.8,0.2,0.0
2013-07-01,1.0,0.0,0.0
2013-07-08,1.0,0.0,0.0
2013-07-15,1.0,0.0,0.0
2013-07-22,1.0,0.0,0.0
2013-07-29,1.0,0.0,0.0
2013-08-05,1.0,0.0,0.0
2013-08-12,1.0,0.0,0.0
2013-08-19,1.0,0.0,0.0
2013-08-26,1.0,0.0,0.0
2013-09-03,1.0,0.0,0.0
2013-09-09,1.0,0.0,0.0
2013-09-16,1.0,0.0,0.0
2013-09-23,1.0,0.0,0.0
2013-09-30,1.0,0.0,0.0
2013-10-07,1.0,0.0,0.0
2013-10-14,1.0,0.0,0.0
2013-10-21,1.0,0.0,0.0
2013-10-28,1.0,0.0,0.0
2013-11-04,1.0,0.0,0.0
2013-11-11,1.0,0.0,0.0
2013-11-18,1.0,0.0,0.0
2013-11-25,1.0,0.0,0.0
2013-12-02,1.0,0.0,0.0
2013-12-09,1.0,0.0,0.0
2013-12-16,1.0,0.0,0.0
2013-12-23,1.0,0.0,0.0
2013-12-30,1.0,0.0,0.0
2014-01-06,1.0,0.0,0.0
2014-01-13,1.0,0.0,0.0
2014-01-21,1.0,0.0,0.0
2014-01-27,1.0,0.0,0.0
2014-02-03,0.9,0.1,0.0
2014-02-10,0.7,0.3,0.0
2014-02-18,1.0,0.0,0.0
2014-02-24,1.0,0.0,0.0
2014-03-03,1.0,0.0,0.0
2014-03-10,1.0,0.0,0.0
2014-03-17,1.0,0.0,0.0
2014-03-24,1.0,0.0,0.0
2014-03-31,1.0,0.0,0.0
2014-04-07,0.9,0.1,0.0
2014-04-14,0.8,0.2,0.0
2014-04-21,0.8,0.2,0.0
2014-04-28,1.0,0.0,0.0
2014-05-05,1.0,0.0,0.0
2014-05-12,1.0,0.0,0.0
2014-05-19,1.0,0.0,0.0
2014-05-27,1.0,0.0,0.0
2014-06-02,1.0,0.0,0.0
2014-06-09,1.0,0.0,0.0
2014-06-16,1.0,0.0,0.0
2014-06-23,1.0,0.0,0.0
2014-06-30,1.0,0.0,0.0
2014-07-07,1.0,0.0,0.0
2014-07-14,1.0,0.0,0.0
2014-07-21,0.9,0.1,0.0
2014-07-28,1.0,0.0,0.0
2014-08-04,1.0,0.0,0.0
2014-08-11,1.0,0.0,0.0
2014-08-18,1.0,0.0,0.0
2014-08-25,1.0,0.0,0.0
2014-09-02,1.0,0.0,0.0
2014-09-08,1.0,0.0,0.0
2014-09-15,0.9,0.1,0.0
2014-09-22,1.0,0.0,0.0
2014-09-29,1.0,0.0,0.0
2014-10-06,1.0,0.0,0.0
2014-10-13,0.4,0.6,0.0
2014-10-20,0.5,0.3,0.2
2014-10-27,1.0,0.0,0.0
2014-11-03,1.0,0.0,0.0
2014-11-10,1.0,0.0,0.0
2014-11-17,1.0,0.0,0.0
2014-11-24,1.0,0.0,0.0
2014-12-01,1.0,0.0,0.0
2014-12-08,1.0,0.0,0.0
2014-12-15,0.9,0.1,0.0
2014-12-22,0.4,0.5,0.1
2014-12-29,1.0,0.0,0.0
2015-01-05,1.0,0.0,0.0
2015-01-12,0.5,0.5,0.0
2015-01-20,0.8,0.2,0.0
2015-01-26,1.0,0.0,0.0
2015-02-02,1.0,0.0,0.0
2015-02-09,1.0,0.0,0.0
2015-02-17,1.0,0.0,0.0
2015-02-23,1.0,0.0,0.0
2015-03-02,1.0,0.0,0.0
2015-03-09,1.0,0.0,0.0
2015-03-16,1.0,0.0,0.0
2015-03-23,1.0,0.0,0.0
2015-03-30,1.0,0.0,0.0
2015-04-06,1.0,0.0,0.0
2015-04-13,1.0,0.0,0.0
2015-04-20,1.0,0.0,0.0
2015-04-27,1.0,0.0,0.0
2015-05-04,1.0,0.0,0.0
2015-05-11,1.0,0.0,0.0
2015-05-18,1.0,0.0,0.0
2015-05-26,1.0,0.0,0.0
2015-06-01,1.0,0.0,0.0
2015-06-08,1.0,0.0,0.0
2015-06-15,1.0,0.0,0.0
2015-06-22,1.0,0.0,0.0
2015-06-29,1.0,0.0,0.0
2015-07-06,1.0,0.0,0.0
2015-07-13,1.0,0.0,0.0
2015-07-20,1.0,0.0,0.0
2015-07-27,1.0,0.0,0.0
2015-08-03,1.0,0.0,0.0
2015-08-10,1.0,0.0,0.0
2015-08-17,0.9,0.1,0.0
2015-08-24,0.4,0.2,0.4
2015-08-31,0.2,0.7,0.1
2015-09-08,0.6,0.1,0.3
2015-09-14,0.6,0.4,0.0
2015-09-21,0.2,0.8,0.0
2015-09-28,0.3,0.7,0.0
2015-10-05,0.8,0.2,0.0
2015-10-12,0.8,0.2,0.0
2015-10-19,0.9,0.1,0.0
2015-10-26,0.9,0.1,0.0
2015-11-02,0.9,0.1,0.0
2015-11-09,1.0,0.0,0.0
2015-11-16,1.0,0.0,0.0
2015-11-23,0.8,0.2,0.0
2015-11-30,0.8,0.2,0.0
2015-12-07,1.0,0.0,0.0
2015-12-14,0.1,0.9,0.0
2015-12-21,0.7,0.3,0.0
2015-12-28,0.9,0.1,0.0
2016-01-04,1.0,0.0,0.0
2016-01-11,0.5,0.5,0.0
2016-01-19,0.2,0.8,0.0
2016-01-25,0.3,0.6,0.1
2016-02-01,0.3,0.7,0.0
2016-02-08,0.3,0.7,0.0
2016-02-16,0.4,0.6,0.0
2016-02-22,0.8,0.2,0.0
2016-02-29,0.8,0.2,0.0
2016-03-07,0.6,0.3,0.1
2016-03-14,0.7,0.3,0.0
2016-03-21,0.8,0.2,0.0
2016-03-28,1.0,0.0,0.0
2016-04-04,1.0,0.0,0.0
2016-04-11,0.9,0.1,0.0
2016-04-18,1.0,0.0,0.0
2016-04-25,1.0,0.0,0.0
2016-05-02,1.0,0.0,0.0
2016-05-09,1.0,0.0,0.0
2016-05-16,1.0,0.0,0.0
2016-05-23,1.0,0.0,0.0
2016-05-31,1.0,0.0,0.0
2016-06-06,1.0,0.0,0.0
2016-06-13,0.4,0.6,0.0
2016-06-20,0.1,0.9,0.0
2016-06-27,0.9,0.1,0.0
2016-07-05,0.8,0.2,0.0
2016-07-11,0.9,0.1,0.0
2016-07-18,0.9,0.1,0.0
2016-07-25,1.0,0.0,0.0
2016-08-01,1.0,0.0,0.0
2016-08-08,0.8,0.2,0.0
2016-08-15,1.0,0.0,0.0
2016-08-22,1.0,0.0,0.0
2016-08-29,1.0,0.0,0.0
2016-09-06,1.0,0.0,0.0
2016-09-12,1.0,0.0,0.0
2016-09-19,0.9,0.1,0.0
2016-09-26,1.0,0.0,0.0
2016-10-03,1.0,0.0,0.0
2016-10-10,1.0,0.0,0.0
2016-10-17,1.0,0.0,0.0
2016-10-24,1.0,0.0,0.0
2016-10-31,1.0,0.0,0.0
2016-11-07,1.0,0.0,0.0
2016-11-14,1.0,0.0,0.0
2016-11-21,1.0,0.0,0.0
2016-11-28,1.0,0.0,0.0
2016-12-05,1.0,0.0,0.0
2016-12-12,1.0,0.0,0.0
2016-12-19,1.0,0.0,0.0
2016-12-27,1.0,0.0,0.0
2017-01-03,1.0,0.0,0.0
2017-01-09,1.0,0.0,0.0
2017-01-17,1.0,0.0,0.0
2017-01-23,1.0,0.0,0.0
2017-01-30,1.0,0.0,0.0
2017-02-06,1.0,0.0,0.0
2017-02-13,1.0,0.0,0.0
2017-02-21,1.0,0.0,0.0
2017-02-27,1.0,0.0,0.0
2017-03-06,0.8,0.2,0.0
2017-03-13,1.0,0.0,0.0
2017-03-20,1.0,0.0,0.0
2017-03-27,1.0,0.0,0.0
2017-04-03,1.0,0.0,0.0
2017-04-10,1.0,0.0,0.0
2017-04-17,1.0,0.0,0.0
2017-04-24,1.0,0.0,0.0
2017-05-01,1.0,0.0,0.0
2017-05-08,1.0,0.0,0.0
2017-05-15,1.0,0.0,0.0
2017-05-22,1.0,0.0,0.0
2017-05-30,1.0,0.0,0.0
2017-06-05,1.0,0.0,0.0
2017-06-12,1.0,0.0,0.0
2017-06-19,1.0,0.0,0.0
2017-06-26,1.0,0.0,0.0
2017-07-03,1.0,0.0,0.0
2017-07-10,1.0,0.0,0.0
2017-07-17,1.0,0.0,0.0
2017-07-24,1.0,0.0,0.0
2017-07-31,1.0,0.0,0.0
2017-08-07,1.0,0.0,0.0
2017-08-14,1.0,0.0,0.0
2017-08-21,1.0,0.0,0.0
2017-08-28,1.0,0.0,0.0
2017-09-05,1.0,0.0,0.0
2017-09-11,1.0,0.0,0.0
2017-09-18,1.0,0.0,0.0
2017-09-25,1.0,0.0,0.0
2017-10-02,1.0,0.0,0.0
2017-10-09,1.0,0.0,0.0
2017-10-16,1.0,0.0,0.0
2017-10-23,1.0,0.0,0.0
2017-10-30,1.0,0.0,0.0
2017-11-06,1.0,0.0,0.0
2017-11-13,1.0,0.0,0.0
2017-11-20,1.0,0.0,0.0
2017-11-27,1.0,0.0,0.0
2017-12-04,1.0,0.0,0.0
2017-12-11,1.0,0.0,0.0
2017-12-18,0.9,0.1,0.0
2017-12-26,1.0,0.0,0.0
2018-01-02,1.0,0.0,0.0
2018-01-08,1.0,0.0,0.0
2018-01-16,1.0,0.0,0.0
2018-01-22,1.0,0.0,0.0
2018-01-29,1.0,0.0,0.0
2018-02-05,0.9,0.1,0.0
2018-02-12,0.3,0.6,0.1
2018-02-20,0.7,0.3,0.0
2018-02-26,1.0,0.0,0.0
2018-03-05,0.5,0.5,0.0
2018-03-12,0.5,0.5,0.0
2018-03-19,0.2,0.8,0.0
2018-03-26,0.2,0.8,0.0
2018-04-02,0.2,0.8,0.0
2018-04-09,0.6,0.4,0.0
2018-04-16,0.9,0.1,0.0
2018-04-23,1.0,0.0,0.0
2018-04-30,0.9,0.1,0.0
2018-05-07,1.0,0.0,0.0
2018-05-14,1.0,0.0,0.0
2018-05-21,1.0,0.0,0.0
2018-05-29,1.0,0.0,0.0
2018-06-04,1.0,0.0,0.0
2018-06-11,1.0,0.0,0.0
2018-06-18,1.0,0.0,0.0
2018-06-25,1.0,0.0,0.0
2018-07-02,1.0,0.0,0.0
2018-07-09,1.0,0.0,0.0
2018-07-16,1.0,0.0,0.0
2018-07-23,1.0,0.0,0.0
2018-07-30,1.0,0.0,0.0
2018-08-06,1.0,0.0,0.0
2018-08-13,1.0,0.0,0.0
2018-08-20,1.0,0.0,0.0
2018-08-27,1.0,0.0,0.0
2018-09-04,1.0,0.0,0.0
2018-09-10,1.0,0.0,0.0
2018-09-17,1.0,0.0,0.0
2018-09-24,1.0,0.0,0.0
2018-10-01,0.9,0.1,0.0
2018-10-08,0.3,0.7,0.0
2018-10-15,0.8,0.2,0.0
2018-10-22,0.3,0.7,0.0
2018-10-29,0.3,0.7,0.0
2018-11-05,0.8,0.2,0.0
2018-11-12,1.0,0.0,0.0
2018-11-19,0.6,0.4,0.0
2018-11-26,0.7,0.3,0.0
2018-12-03,0.1,0.9,0.0
2018-12-10,0.3,0.7,0.0
2018-12-17,0.5,0.5,0.0
2018-12-24,0.2,0.0,0.8
2018-12-31,0.7,0.0,0.3
2019-01-07,0.8,0.2,0.0
2019-01-14,0.7,0.3,0.0
2019-01-22,0.7,0.3,0.0
2019-01-28,1.0,0.0,0.0
2019-02-04,1.0,0.0,0.0
2019-02-11,1.0,0.0,0.0
2019-02-19,1.0,0.0,0.0
2019-02-25,1.0,0.0,0.0
2019-03-04,1.0,0.0,0.0
2019-03-11,1.0,0.0,0.0
2019-03-18,1.0,0.0,0.0
2019-03-25,1.0,0.0,0.0
2019-04-01,1.0,0.0,0.0
2019-04-08,1.0,0.0,0.0
2019-04-15,1.0,0.0,0.0
2019-04-22,1.0,0.0,0.0
2019-04-29,1.0,0.0,0.0
2019-05-06,1.0,0.0,0.0
2019-05-13,1.0,0.0,0.0
2019-05-20,1.0,0.0,0.0
2019-05-28,1.0,0.0,0.0
2019-06-03,1.0,0.0,0.0
2019-06-10,1.0,0.0,0.0
2019-06-17,1.0,0.0,0.0
2019-06-24,1.0,0.0,0.0
2019-07-01,1.0,0.0,0.0
2019-07-08,1.0,0.0,0.0
2019-07-15,1.0,0.0,0.0
2019-07-22,1.0,0.0,0.0
2019-07-29,1.0,0.0,0.0
2019-08-05,1.0,0.0,0.0
2019-08-12,0.2,0.8,0.0
2019-08-19,1.0,0.0,0.0
2019-08-26,0.9,0.1,0.0
2019-09-03,0.9,0.1,0.0
2019-09-09,0.9,0.1,0.0
2019-09-16,0.9,0.1,0.0
2019-09-23,1.0,0.0,0.0
2019-09-30,1.0,0.0,0.0
2019-10-07,1.0,0.0,0.0
2019-10-14,1.0,0.0,0.0
2019-10-21,1.0,0.0,0.0
2019-10-28,1.0,0.0,0.0
2019-11-04,1.0,0.0,0.0
2019-11-11,1.0,0.0,0.0
2019-11-18,1.0,0.0,0.0
2019-11-25,1.0,0.0,0.0
2019-12-02,1.0,0.0,0.0
2019-12-09,1.0,0.0,0.0
2019-12-16,1.0,0.0,0.0
2019-12-23,1.0,0.0,0.0
2019-12-30,1.0,0.0,0.0
2020-01-06,0.9,0.1,0.0
2020-01-13,1.0,0.0,0.0
2020-01-21,1.0,0.0,0.0
2020-01-27,0.9,0.1,0.0
2020-02-03,1.0,0.0,0.0
2020-02-10,1.0,0.0,0.0
2020-02-18,0.9,0.1,0.0
2020-02-24,0.8,0.2,0.0
2020-03-02,0.3,0.5,0.2
2020-03-09,0.2,0.4,0.4
2020-03-16,0.1,0.1,0.8
2020-03-23,0.1,0.1,0.8
2020-03-30,0.0,0.1,0.9
2020-04-06,0.0,0.0,1.0
2020-04-13,0.0,0.0,1.0
2020-04-20,0.0,0.1,0.9
2020-04-27,0.0,0.1,0.9
2020-05-04,0.0,0.1,0.9
2020-05-11,0.1,0.1,0.8
2020-05-18,0.0,0.7,0.3
2020-05-26,0.2,0.6,0.2
2020-06-01,0.1,0.9,0.0
